paper_id;reviewer_id;decision;text
105;9742920;0;This is placeholder text for each review...
105;9742910;0;This is placeholder text for each review...
105;9742908;1;This is placeholder text for each review...
105;9742925;1;This is placeholder text for each review...
105;9742916;0;This is placeholder text for each review...
106;9742916;0;This is placeholder text for each review...
106;9742919;0;This is placeholder text for each review...
106;9742915;0;This is placeholder text for each review...
106;9742924;0;This is placeholder text for each review...
106;9742908;1;This is placeholder text for each review...
106;9742928;0;This is placeholder text for each review...
106;9742907;0;This is placeholder text for each review...
107;9742907;0;This is placeholder text for each review...
107;9742908;0;This is placeholder text for each review...
107;9742913;1;This is placeholder text for each review...
107;9742928;0;This is placeholder text for each review...
107;9742916;1;This is placeholder text for each review...
107;9742910;0;This is placeholder text for each review...
107;9742918;0;This is placeholder text for each review...
108;9742928;1;This is placeholder text for each review...
108;9742912;1;This is placeholder text for each review...
108;9742907;0;This is placeholder text for each review...
108;9742915;0;This is placeholder text for each review...
108;9742910;1;This is placeholder text for each review...
108;9742922;0;This is placeholder text for each review...
108;9742927;0;This is placeholder text for each review...
109;9742929;1;This is placeholder text for each review...
109;9742919;1;This is placeholder text for each review...
109;9742923;0;This is placeholder text for each review...
109;9742913;1;This is placeholder text for each review...
109;9742917;1;This is placeholder text for each review...
109;9742915;0;This is placeholder text for each review...
109;9742909;1;This is placeholder text for each review...
110;9742911;0;This is placeholder text for each review...
110;9742923;0;This is placeholder text for each review...
110;9742912;1;This is placeholder text for each review...
110;9742929;1;This is placeholder text for each review...
110;9742927;1;This is placeholder text for each review...
110;9742908;1;This is placeholder text for each review...
110;9742924;1;This is placeholder text for each review...
111;9742914;1;This is placeholder text for each review...
111;9742922;1;This is placeholder text for each review...
111;9742913;0;This is placeholder text for each review...
111;9742910;1;This is placeholder text for each review...
111;9742921;1;This is placeholder text for each review...
111;9742929;1;This is placeholder text for each review...
111;9742927;1;This is placeholder text for each review...
112;9742923;1;This is placeholder text for each review...
112;9742912;1;This is placeholder text for each review...
112;9742928;0;This is placeholder text for each review...
112;9742916;0;This is placeholder text for each review...
112;9742907;0;This is placeholder text for each review...
112;9742920;1;This is placeholder text for each review...
112;9742915;1;This is placeholder text for each review...
113;9742928;1;This is placeholder text for each review...
113;9742920;1;This is placeholder text for each review...
113;9742921;1;This is placeholder text for each review...
113;9742923;0;This is placeholder text for each review...
113;9742922;0;This is placeholder text for each review...
113;9742912;1;This is placeholder text for each review...
113;9742918;1;This is placeholder text for each review...
114;9742927;0;This is placeholder text for each review...
114;9742926;1;This is placeholder text for each review...
114;9742912;0;This is placeholder text for each review...
114;9742914;1;This is placeholder text for each review...
115;9742908;0;This is placeholder text for each review...
115;9742914;1;This is placeholder text for each review...
115;9742924;1;This is placeholder text for each review...
115;9742925;0;This is placeholder text for each review...
115;9742913;0;This is placeholder text for each review...
115;9742919;1;This is placeholder text for each review...
115;9742920;0;This is placeholder text for each review...
116;9742929;0;This is placeholder text for each review...
116;9742927;0;This is placeholder text for each review...
116;9742907;1;This is placeholder text for each review...
116;9742923;0;This is placeholder text for each review...
116;9742918;1;This is placeholder text for each review...
116;9742921;1;This is placeholder text for each review...
116;9742909;0;This is placeholder text for each review...
117;9742912;1;This is placeholder text for each review...
117;9742916;1;This is placeholder text for each review...
117;9742927;0;This is placeholder text for each review...
117;9742915;0;This is placeholder text for each review...
117;9742925;0;This is placeholder text for each review...
117;9742907;1;This is placeholder text for each review...
117;9742923;1;This is placeholder text for each review...
118;9742909;1;This is placeholder text for each review...
118;9742925;1;This is placeholder text for each review...
118;9742917;1;This is placeholder text for each review...
118;9742928;0;This is placeholder text for each review...
118;9742920;1;This is placeholder text for each review...
118;9742907;0;This is placeholder text for each review...
118;9742929;0;This is placeholder text for each review...
119;9742925;1;This is placeholder text for each review...
119;9742927;1;This is placeholder text for each review...
119;9742920;0;This is placeholder text for each review...
119;9742908;1;This is placeholder text for each review...
119;9742922;1;This is placeholder text for each review...
119;9742923;1;This is placeholder text for each review...
119;9742918;0;This is placeholder text for each review...
120;9742910;1;This is placeholder text for each review...
120;9742929;0;This is placeholder text for each review...
120;9742924;1;This is placeholder text for each review...
120;9742926;0;This is placeholder text for each review...
120;9742917;1;This is placeholder text for each review...
120;9742928;0;This is placeholder text for each review...
120;9742925;1;This is placeholder text for each review...
121;9742922;0;This is placeholder text for each review...
121;9742917;1;This is placeholder text for each review...
121;9742908;1;This is placeholder text for each review...
121;9742911;0;This is placeholder text for each review...
121;9742912;0;This is placeholder text for each review...
121;9742918;0;This is placeholder text for each review...
121;9742925;0;This is placeholder text for each review...
122;9742909;1;This is placeholder text for each review...
122;9742910;1;This is placeholder text for each review...
122;9742920;1;This is placeholder text for each review...
122;9742911;0;This is placeholder text for each review...
122;9742929;1;This is placeholder text for each review...
123;9742912;0;This is placeholder text for each review...
123;9742913;0;This is placeholder text for each review...
123;9742924;1;This is placeholder text for each review...
123;9742925;0;This is placeholder text for each review...
123;9742910;1;This is placeholder text for each review...
123;9742922;1;This is placeholder text for each review...
123;9742907;0;This is placeholder text for each review...
124;9742929;0;This is placeholder text for each review...
124;9742914;1;This is placeholder text for each review...
124;9742908;1;This is placeholder text for each review...
124;9742912;1;This is placeholder text for each review...
124;9742920;1;This is placeholder text for each review...
124;9742909;0;This is placeholder text for each review...
124;9742917;1;This is placeholder text for each review...
125;9742922;1;This is placeholder text for each review...
125;9742911;0;This is placeholder text for each review...
125;9742913;1;This is placeholder text for each review...
125;9742923;1;This is placeholder text for each review...
125;9742919;1;This is placeholder text for each review...
125;9742921;1;This is placeholder text for each review...
125;9742907;1;This is placeholder text for each review...
126;9742925;0;This is placeholder text for each review...
126;9742926;1;This is placeholder text for each review...
126;9742920;0;This is placeholder text for each review...
126;9742923;0;This is placeholder text for each review...
126;9742907;1;This is placeholder text for each review...
126;9742922;0;This is placeholder text for each review...
127;9742912;0;This is placeholder text for each review...
127;9742918;1;This is placeholder text for each review...
127;9742908;1;This is placeholder text for each review...
127;9742910;1;This is placeholder text for each review...
127;9742916;1;This is placeholder text for each review...
127;9742925;0;This is placeholder text for each review...
127;9742911;1;This is placeholder text for each review...
128;9742924;1;This is placeholder text for each review...
128;9742920;0;This is placeholder text for each review...
128;9742910;0;This is placeholder text for each review...
128;9742915;0;This is placeholder text for each review...
128;9742925;1;This is placeholder text for each review...
128;9742912;0;This is placeholder text for each review...
128;9742917;0;This is placeholder text for each review...
129;9742919;1;This is placeholder text for each review...
129;9742929;1;This is placeholder text for each review...
129;9742918;1;This is placeholder text for each review...
129;9742917;0;This is placeholder text for each review...
129;9742928;0;This is placeholder text for each review...
129;9742921;1;This is placeholder text for each review...
129;9742910;0;This is placeholder text for each review...
130;9742919;0;This is placeholder text for each review...
130;9742910;1;This is placeholder text for each review...
130;9742911;1;This is placeholder text for each review...
130;9742925;0;This is placeholder text for each review...
130;9742929;0;This is placeholder text for each review...
130;9742907;0;This is placeholder text for each review...
131;9742923;1;This is placeholder text for each review...
131;9742918;1;This is placeholder text for each review...
131;9742920;1;This is placeholder text for each review...
131;9742928;0;This is placeholder text for each review...
131;9742911;1;This is placeholder text for each review...
131;9742921;0;This is placeholder text for each review...
132;9742908;1;This is placeholder text for each review...
132;9742911;1;This is placeholder text for each review...
132;9742921;0;This is placeholder text for each review...
132;9742917;1;This is placeholder text for each review...
132;9742923;0;This is placeholder text for each review...
132;9742912;0;This is placeholder text for each review...
132;9742916;0;This is placeholder text for each review...
133;9742916;1;This is placeholder text for each review...
133;9742915;1;This is placeholder text for each review...
133;9742911;1;This is placeholder text for each review...
133;9742918;0;This is placeholder text for each review...
133;9742921;1;This is placeholder text for each review...
133;9742908;0;This is placeholder text for each review...
133;9742924;0;This is placeholder text for each review...
134;9742920;0;This is placeholder text for each review...
134;9742912;1;This is placeholder text for each review...
134;9742929;1;This is placeholder text for each review...
134;9742926;1;This is placeholder text for each review...
134;9742921;1;This is placeholder text for each review...
135;9742908;0;This is placeholder text for each review...
135;9742921;1;This is placeholder text for each review...
135;9742907;1;This is placeholder text for each review...
135;9742909;1;This is placeholder text for each review...
135;9742913;0;This is placeholder text for each review...
135;9742910;1;This is placeholder text for each review...
135;9742916;0;This is placeholder text for each review...
136;9742920;0;This is placeholder text for each review...
136;9742917;1;This is placeholder text for each review...
136;9742908;0;This is placeholder text for each review...
136;9742923;0;This is placeholder text for each review...
136;9742911;1;This is placeholder text for each review...
136;9742914;1;This is placeholder text for each review...
136;9742916;0;This is placeholder text for each review...
137;9742917;0;This is placeholder text for each review...
137;9742928;1;This is placeholder text for each review...
137;9742921;0;This is placeholder text for each review...
137;9742918;0;This is placeholder text for each review...
138;9742929;1;This is placeholder text for each review...
138;9742920;0;This is placeholder text for each review...
138;9742919;1;This is placeholder text for each review...
138;9742913;0;This is placeholder text for each review...
138;9742912;0;This is placeholder text for each review...
138;9742908;1;This is placeholder text for each review...
138;9742911;1;This is placeholder text for each review...
139;9742922;0;This is placeholder text for each review...
139;9742915;1;This is placeholder text for each review...
139;9742910;1;This is placeholder text for each review...
139;9742907;1;This is placeholder text for each review...
139;9742916;0;This is placeholder text for each review...
139;9742911;1;This is placeholder text for each review...
139;9742929;0;This is placeholder text for each review...
140;9742914;1;This is placeholder text for each review...
140;9742908;0;This is placeholder text for each review...
140;9742920;0;This is placeholder text for each review...
140;9742913;1;This is placeholder text for each review...
140;9742921;0;This is placeholder text for each review...
140;9742922;0;This is placeholder text for each review...
140;9742910;0;This is placeholder text for each review...
141;9742924;1;This is placeholder text for each review...
141;9742913;0;This is placeholder text for each review...
141;9742916;1;This is placeholder text for each review...
141;9742919;0;This is placeholder text for each review...
141;9742911;0;This is placeholder text for each review...
142;9742910;1;This is placeholder text for each review...
142;9742922;0;This is placeholder text for each review...
142;9742917;1;This is placeholder text for each review...
142;9742912;0;This is placeholder text for each review...
142;9742927;1;This is placeholder text for each review...
142;9742929;0;This is placeholder text for each review...
143;9742923;1;This is placeholder text for each review...
143;9742914;0;This is placeholder text for each review...
143;9742915;0;This is placeholder text for each review...
143;9742929;0;This is placeholder text for each review...
143;9742910;0;This is placeholder text for each review...
143;9742918;1;This is placeholder text for each review...
144;9742916;1;This is placeholder text for each review...
144;9742929;0;This is placeholder text for each review...
144;9742919;0;This is placeholder text for each review...
144;9742915;0;This is placeholder text for each review...
144;9742922;0;This is placeholder text for each review...
144;9742927;0;This is placeholder text for each review...
145;9742918;0;This is placeholder text for each review...
145;9742922;0;This is placeholder text for each review...
145;9742916;1;This is placeholder text for each review...
145;9742913;1;This is placeholder text for each review...
145;9742924;0;This is placeholder text for each review...
145;9742919;1;This is placeholder text for each review...
145;9742929;0;This is placeholder text for each review...
146;9742929;0;This is placeholder text for each review...
146;9742927;0;This is placeholder text for each review...
146;9742922;1;This is placeholder text for each review...
146;9742915;0;This is placeholder text for each review...
147;9742916;0;This is placeholder text for each review...
147;9742907;1;This is placeholder text for each review...
147;9742928;0;This is placeholder text for each review...
147;9742923;1;This is placeholder text for each review...
147;9742929;0;This is placeholder text for each review...
147;9742913;1;This is placeholder text for each review...
147;9742919;0;This is placeholder text for each review...
148;9742919;1;This is placeholder text for each review...
148;9742918;0;This is placeholder text for each review...
148;9742916;1;This is placeholder text for each review...
148;9742928;0;This is placeholder text for each review...
148;9742911;1;This is placeholder text for each review...
149;9742923;0;This is placeholder text for each review...
149;9742908;1;This is placeholder text for each review...
149;9742914;0;This is placeholder text for each review...
149;9742922;1;This is placeholder text for each review...
149;9742909;0;This is placeholder text for each review...
149;9742924;0;This is placeholder text for each review...
149;9742907;0;This is placeholder text for each review...
150;9742922;0;This is placeholder text for each review...
150;9742919;0;This is placeholder text for each review...
150;9742928;0;This is placeholder text for each review...
150;9742907;1;This is placeholder text for each review...
150;9742917;1;This is placeholder text for each review...
150;9742912;1;This is placeholder text for each review...
150;9742913;1;This is placeholder text for each review...
151;9742921;1;This is placeholder text for each review...
151;9742914;1;This is placeholder text for each review...
151;9742922;0;This is placeholder text for each review...
151;9742920;1;This is placeholder text for each review...
151;9742913;1;This is placeholder text for each review...
151;9742916;0;This is placeholder text for each review...
151;9742925;1;This is placeholder text for each review...
152;9742925;1;This is placeholder text for each review...
152;9742915;1;This is placeholder text for each review...
152;9742929;1;This is placeholder text for each review...
152;9742911;1;This is placeholder text for each review...
152;9742923;1;This is placeholder text for each review...
152;9742921;1;This is placeholder text for each review...
152;9742927;1;This is placeholder text for each review...
153;9742918;0;This is placeholder text for each review...
153;9742908;0;This is placeholder text for each review...
153;9742924;1;This is placeholder text for each review...
153;9742925;0;This is placeholder text for each review...
153;9742909;0;This is placeholder text for each review...
153;9742917;1;This is placeholder text for each review...
153;9742912;0;This is placeholder text for each review...
154;9742924;0;This is placeholder text for each review...
154;9742912;0;This is placeholder text for each review...
154;9742911;1;This is placeholder text for each review...
154;9742922;1;This is placeholder text for each review...
154;9742919;0;This is placeholder text for each review...
154;9742921;1;This is placeholder text for each review...
154;9742929;0;This is placeholder text for each review...
155;9742920;0;This is placeholder text for each review...
155;9742928;1;This is placeholder text for each review...
155;9742912;1;This is placeholder text for each review...
155;9742909;1;This is placeholder text for each review...
155;9742922;1;This is placeholder text for each review...
155;9742911;0;This is placeholder text for each review...
155;9742926;1;This is placeholder text for each review...
156;9742912;1;This is placeholder text for each review...
156;9742920;1;This is placeholder text for each review...
156;9742919;0;This is placeholder text for each review...
156;9742922;1;This is placeholder text for each review...
157;9742909;0;This is placeholder text for each review...
157;9742911;0;This is placeholder text for each review...
157;9742916;0;This is placeholder text for each review...
157;9742921;0;This is placeholder text for each review...
157;9742914;0;This is placeholder text for each review...
157;9742910;0;This is placeholder text for each review...
157;9742920;0;This is placeholder text for each review...
158;9742923;0;This is placeholder text for each review...
158;9742919;0;This is placeholder text for each review...
158;9742912;0;This is placeholder text for each review...
158;9742909;0;This is placeholder text for each review...
158;9742917;1;This is placeholder text for each review...
158;9742929;1;This is placeholder text for each review...
158;9742921;0;This is placeholder text for each review...
159;9742908;1;This is placeholder text for each review...
159;9742921;0;This is placeholder text for each review...
159;9742924;0;This is placeholder text for each review...
159;9742912;0;This is placeholder text for each review...
159;9742914;1;This is placeholder text for each review...
159;9742928;0;This is placeholder text for each review...
159;9742913;1;This is placeholder text for each review...
160;9742920;1;This is placeholder text for each review...
160;9742910;0;This is placeholder text for each review...
160;9742923;0;This is placeholder text for each review...
160;9742915;1;This is placeholder text for each review...
160;9742907;0;This is placeholder text for each review...
160;9742913;0;This is placeholder text for each review...
160;9742924;1;This is placeholder text for each review...
161;9742921;0;This is placeholder text for each review...
161;9742917;1;This is placeholder text for each review...
161;9742920;0;This is placeholder text for each review...
161;9742918;1;This is placeholder text for each review...
162;9742928;1;This is placeholder text for each review...
162;9742916;1;This is placeholder text for each review...
162;9742917;1;This is placeholder text for each review...
162;9742913;1;This is placeholder text for each review...
162;9742915;0;This is placeholder text for each review...
162;9742914;1;This is placeholder text for each review...
162;9742910;1;This is placeholder text for each review...
163;9742911;0;This is placeholder text for each review...
163;9742919;0;This is placeholder text for each review...
163;9742925;0;This is placeholder text for each review...
163;9742910;1;This is placeholder text for each review...
163;9742928;0;This is placeholder text for each review...
163;9742912;0;This is placeholder text for each review...
163;9742915;0;This is placeholder text for each review...
164;9742915;1;This is placeholder text for each review...
164;9742928;1;This is placeholder text for each review...
164;9742929;1;This is placeholder text for each review...
164;9742920;1;This is placeholder text for each review...
164;9742913;0;This is placeholder text for each review...
165;9742919;0;This is placeholder text for each review...
165;9742923;0;This is placeholder text for each review...
165;9742907;0;This is placeholder text for each review...
165;9742910;1;This is placeholder text for each review...
165;9742909;0;This is placeholder text for each review...
165;9742928;1;This is placeholder text for each review...
165;9742922;0;This is placeholder text for each review...
166;9742910;0;This is placeholder text for each review...
166;9742920;1;This is placeholder text for each review...
166;9742915;0;This is placeholder text for each review...
166;9742924;1;This is placeholder text for each review...
166;9742925;0;This is placeholder text for each review...
167;9742922;1;This is placeholder text for each review...
167;9742926;1;This is placeholder text for each review...
167;9742915;0;This is placeholder text for each review...
167;9742912;1;This is placeholder text for each review...
167;9742913;0;This is placeholder text for each review...
167;9742929;1;This is placeholder text for each review...
167;9742919;1;This is placeholder text for each review...
168;9742924;0;This is placeholder text for each review...
168;9742920;0;This is placeholder text for each review...
168;9742927;1;This is placeholder text for each review...
168;9742929;1;This is placeholder text for each review...
168;9742910;1;This is placeholder text for each review...
168;9742919;1;This is placeholder text for each review...
168;9742922;0;This is placeholder text for each review...
169;9742913;1;This is placeholder text for each review...
169;9742922;0;This is placeholder text for each review...
169;9742914;1;This is placeholder text for each review...
169;9742923;0;This is placeholder text for each review...
169;9742915;0;This is placeholder text for each review...
169;9742929;0;This is placeholder text for each review...
169;9742921;1;This is placeholder text for each review...
